Year,RoundNumber,EventName,Driver,Team,LapNumber,Stint,Compound,TyreLife,PitInTime_s,PitOutTime_s,PositionAtPit,FinalPosition,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_mbar,WindSpeed_ms,WindDirection,Rainfall,FinalPositionNumeric
2024,16,Italian Grand Prix,HUL,Haas F1 Team,5,1,MEDIUM,5,3794.706,3833.551,18,17,33.5,50.2,31.0,993.1,2.0,192,False,17.0
2024,16,Italian Grand Prix,HUL,Haas F1 Team,32,2,HARD,27,6142.031,6178.595,17,17,32.7,45.7,32.0,993.0,1.3,192,False,17.0
2024,16,Italian Grand Prix,ZHO,Kick Sauber,15,1,MEDIUM,16,4664.783,4692.028,13,18,32.8,47.9,31.0,993.0,2.0,197,False,18.0
2024,16,Italian Grand Prix,STR,Aston Martin,19,1,HARD,20,5003.821,5028.876,10,19,32.8,46.6,31.0,993.0,1.6,200,False,19.0
2024,16,Italian Grand Prix,STR,Aston Martin,36,2,HARD,19,6472.793,6497.093,13,19,32.5,45.2,32.0,992.9,1.1,202,False,19.0
2024,16,Italian Grand Prix,STR,Aston Martin,50,3,MEDIUM,15,7678.096,7703.328,15,19,32.2,43.9,33.0,992.7,1.4,213,False,19.0
2024,16,Italian Grand Prix,TSU,RB,7,1,HARD,8,3983.674,,19,R,33.3,49.5,32.0,993.1,1.0,200,False,
2024,17,Azerbaijan Grand Prix,VER,Red Bull Racing,12,1,MEDIUM,12,4695.554,4716.601,5,5,26.9,44.8,38.0,1017.7,2.2,72,False,5.0
2024,17,Azerbaijan Grand Prix,VER,Red Bull Racing,49,2,HARD,37,8718.282,8738.947,7,5,26.6,41.3,36.0,1017.7,1.1,66,False,5.0
2024,17,Azerbaijan Grand Prix,GAS,Alpine,50,1,HARD,50,8904.883,8925.096,12,12,26.5,40.8,37.0,1017.7,2.0,77,False,12.0
2024,17,Azerbaijan Grand Prix,PER,Red Bull Racing,13,1,MEDIUM,13,4796.742,4817.238,4,17,27.0,44.7,37.0,1017.6,0.9,43,False,17.0
2024,17,Azerbaijan Grand Prix,ALO,Aston Martin,11,1,MEDIUM,12,4592.554,4612.671,8,6,26.8,44.7,36.0,1017.8,1.1,59,False,6.0
2024,17,Azerbaijan Grand Prix,LEC,Ferrari,16,1,MEDIUM,16,5117.821,5138.688,1,2,26.5,44.0,36.0,1017.6,1.5,291,False,2.0
2024,17,Azerbaijan Grand Prix,STR,Aston Martin,1,1,MEDIUM,2,3505.109,3526.299,20,19,26.8,45.6,41.0,1017.6,2.0,249,False,19.0
2024,17,Azerbaijan Grand Prix,STR,Aston Martin,22,2,HARD,22,5842.256,5862.413,18,19,27.0,44.2,37.0,1017.6,1.5,110,False,19.0
2024,17,Azerbaijan Grand Prix,STR,Aston Martin,45,3,HARD,24,8373.953,,19,19,25.9,41.6,32.0,1017.6,0.9,288,False,19.0
2024,17,Azerbaijan Grand Prix,TSU,RB,12,1,MEDIUM,13,4738.881,4759.85,19,R,26.8,44.3,38.0,1017.6,0.8,99,False,
2024,17,Azerbaijan Grand Prix,TSU,RB,14,2,HARD,3,4996.794,,20,R,26.5,44.1,37.0,1017.6,2.3,60,False,
2024,17,Azerbaijan Grand Prix,ALB,Williams,31,1,HARD,31,6779.609,6799.942,8,7,26.7,42.6,36.0,1017.6,1.2,51,False,7.0
2024,17,Azerbaijan Grand Prix,ZHO,Kick Sauber,34,1,HARD,35,7157.151,7177.611,17,14,26.9,43.1,36.0,1017.7,1.0,243,False,14.0
2024,17,Azerbaijan Grand Prix,HUL,Haas F1 Team,15,1,MEDIUM,15,5042.253,5063.902,8,11,26.5,44.1,36.0,1017.7,1.3,193,False,11.0
2024,17,Azerbaijan Grand Prix,RIC,RB,49,1,HARD,50,8777.235,8799.295,15,13,26.6,40.9,36.0,1017.7,1.5,99,False,13.0
2024,17,Azerbaijan Grand Prix,OCO,Alpine,49,1,HARD,52,8807.287,8827.907,17,15,26.6,40.9,36.0,1017.7,1.5,99,False,15.0
2024,17,Azerbaijan Grand Prix,NOR,McLaren,37,1,HARD,37,7426.008,7445.543,6,4,26.4,42.7,35.0,1017.7,1.5,55,False,4.0
2024,17,Azerbaijan Grand Prix,COL,Williams,10,1,MEDIUM,10,4484.615,4505.11,10,8,26.8,44.7,37.0,1017.6,2.2,61,False,8.0
2024,17,Azerbaijan Grand Prix,HAM,Mercedes,12,1,MEDIUM,12,4718.842,4740.144,14,9,26.9,44.8,38.0,1017.7,2.2,72,False,9.0
2024,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,14,1,MEDIUM,14,4934.514,4955.613,12,10,26.8,44.1,37.0,1017.6,2.9,137,False,10.0
2024,17,Azerbaijan Grand Prix,SAI,Ferrari,17,1,MEDIUM,17,5236.017,5257.595,1,18,26.5,43.8,36.0,1017.6,1.2,146,False,18.0
2024,17,Azerbaijan Grand Prix,RUS,Mercedes,12,1,MEDIUM,12,4699.479,4719.564,6,3,26.9,44.8,38.0,1017.7,2.2,72,False,3.0
2024,17,Azerbaijan Grand Prix,BOT,Kick Sauber,11,1,MEDIUM,12,4626.153,4646.235,20,16,26.9,44.8,37.0,1017.7,0.9,65,False,16.0
2024,17,Azerbaijan Grand Prix,PIA,McLaren,15,1,MEDIUM,15,5013.489,5033.665,3,1,26.5,44.1,37.0,1017.6,2.3,60,False,1.0
2024,18,Singapore Grand Prix,NOR,McLaren,30,1,MEDIUM,30,6349.453,6378.437,1,1,30.7,35.8,74.0,1008.3,1.4,207,False,1.0
2024,18,Singapore Grand Prix,VER,Red Bull Racing,29,1,MEDIUM,29,6273.059,6302.74,2,2,30.8,35.7,74.0,1008.3,1.1,183,False,2.0
2024,18,Singapore Grand Prix,PIA,McLaren,38,1,MEDIUM,38,7166.873,7195.973,2,3,30.8,35.5,73.0,1008.5,1.2,187,False,3.0
2024,18,Singapore Grand Prix,RUS,Mercedes,27,1,MEDIUM,27,6086.464,6115.177,4,4,30.8,35.5,75.0,1008.4,0.7,239,False,4.0
2024,18,Singapore Grand Prix,LEC,Ferrari,36,1,MEDIUM,36,6993.933,7023.048,6,5,30.7,35.8,74.0,1008.4,1.2,210,False,5.0
2024,18,Singapore Grand Prix,HAM,Mercedes,17,1,SOFT,19,5099.386,5128.664,5,6,31.0,35.7,75.0,1007.9,1.1,161,False,6.0
2024,18,Singapore Grand Prix,SAI,Ferrari,13,1,MEDIUM,13,4721.752,4751.141,14,7,31.1,36.3,75.0,1008.1,1.8,195,False,7.0
2024,18,Singapore Grand Prix,ALO,Aston Martin,25,1,MEDIUM,26,5905.721,5935.403,9,8,30.8,36.1,75.0,1008.4,1.4,190,False,8.0
2024,18,Singapore Grand Prix,HUL,Haas F1 Team,29,1,MEDIUM,29,6304.726,6334.387,6,9,30.8,35.7,74.0,1008.3,1.1,183,False,9.0
2024,18,Singapore Grand Prix,PER,Red Bull Racing,28,1,MEDIUM,28,6210.734,6239.811,10,10,30.8,35.8,74.0,1008.3,1.2,227,False,10.0
2024,18,Singapore Grand Prix,COL,Williams,29,1,MEDIUM,29,6306.643,6336.597,8,11,30.8,35.7,74.0,1008.3,1.1,183,False,11.0
2024,18,Singapore Grand Prix,TSU,RB,33,1,MEDIUM,33,6718.635,6748.435,9,12,30.8,36.1,73.0,1008.4,1.3,228,False,12.0
2024,18,Singapore Grand Prix,OCO,Alpine,29,1,MEDIUM,29,6326.946,6356.623,13,13,30.7,35.8,74.0,1008.3,1.4,207,False,13.0
2024,18,Singapore Grand Prix,STR,Aston Martin,26,1,HARD,27,6036.139,6065.868,19,14,30.8,35.9,75.0,1008.4,1.6,245,False,14.0
2024,18,Singapore Grand Prix,ZHO,Kick Sauber,34,1,HARD,34,6845.844,6875.396,17,15,30.8,35.5,74.0,1008.5,1.1,212,False,15.0
2024,18,Singapore Grand Prix,BOT,Kick Sauber,33,1,HARD,33,6746.916,6777.527,18,16,30.8,35.5,74.0,1008.4,0.7,193,False,16.0
2024,18,Singapore Grand Prix,GAS,Alpine,37,1,MEDIUM,37,7148.929,7180.598,17,17,30.8,35.5,74.0,1008.4,1.1,183,False,17.0
2024,18,Singapore Grand Prix,RIC,RB,10,1,SOFT,10,4430.776,4461.141,19,18,31.1,36.9,75.0,1008.0,1.1,221,False,18.0
2024,18,Singapore Grand Prix,RIC,RB,46,2,MEDIUM,36,8043.294,8072.462,16,18,30.7,35.2,74.0,1008.6,0.9,186,False,18.0
2024,18,Singapore Grand Prix,RIC,RB,58,3,SOFT,12,9243.141,9272.816,18,18,30.5,35.0,74.0,1009.1,1.1,226,False,18.0
2024,18,Singapore Grand Prix,MAG,Haas F1 Team,28,1,HARD,28,6231.92,6261.452,16,19,30.8,35.8,74.0,1008.3,1.2,227,False,19.0
2024,18,Singapore Grand Prix,MAG,Haas F1 Team,49,2,MEDIUM,21,8397.025,8428.181,19,19,30.6,35.0,74.0,1008.8,1.1,185,False,19.0
2024,18,Singapore Grand Prix,MAG,Haas F1 Team,57,3,SOFT,8,9225.496,,19,19,30.5,35.0,74.0,1009.1,1.1,226,False,19.0
2024,18,Singapore Grand Prix,ALB,Williams,11,1,MEDIUM,11,4527.422,4556.538,17,R,31.1,36.8,75.0,1008.0,1.6,196,False,
2024,18,Singapore Grand Prix,ALB,Williams,15,2,HARD,4,4974.323,,20,R,31.1,36.0,74.0,1008.0,1.0,224,False,
2024,19,United States Grand Prix,VER,Red Bull Racing,25,1,MEDIUM,25,6075.285,6099.677,2,3,28.5,47.8,33.0,1006.1,1.6,198,False,3.0
2024,19,United States Grand Prix,GAS,Alpine,18,1,MEDIUM,18,5392.529,5420.72,6,12,28.3,47.6,35.0,1006.2,2.6,206,False,12.0
2024,19,United States Grand Prix,PER,Red Bull Racing,26,1,MEDIUM,26,6200.355,6223.972,6,7,28.4,47.6,33.0,1006.0,2.8,271,False,7.0
2024,19,United States Grand Prix,ALO,Aston Martin,26,1,MEDIUM,26,6218.057,6242.384,11,13,28.4,47.6,33.0,1006.0,2.8,271,False,13.0
2024,19,United States Grand Prix,LEC,Ferrari,26,1,MEDIUM,26,6163.664,6187.534,1,1,28.5,48.0,33.0,1006.2,1.1,179,False,1.0
2024,19,United States Grand Prix,STR,Aston Martin,27,1,HARD,28,6328.885,6355.378,13,15,28.5,47.5,34.0,1006.0,1.9,194,False,15.0
2024,19,United States Grand Prix,MAG,Haas F1 Team,17,1,MEDIUM,17,5293.7,5317.734,7,11,28.4,47.6,35.0,1006.2,1.8,0,False,11.0
2024,19,United States Grand Prix,MAG,Haas F1 Team,38,2,HARD,21,7421.728,7445.738,9,11,29.0,47.1,33.0,1005.8,1.8,331,False,11.0
2024,19,United States Grand Prix,TSU,RB,18,1,MEDIUM,18,5398.466,5422.856,9,14,28.3,47.6,35.0,1006.2,2.6,206,False,14.0
2024,19,United States Grand Prix,ALB,Williams,3,1,MEDIUM,3,3782.808,3817.728,17,16,28.3,47.0,37.0,1006.6,2.4,194,False,16.0
2024,19,United States Grand Prix,ALB,Williams,33,2,MEDIUM,30,6940.719,6965.092,14,16,28.8,47.4,33.0,1005.7,2.8,333,False,16.0
2024,19,United States Grand Prix,ZHO,Kick Sauber,13,1,MEDIUM,13,4905.738,4930.136,19,19,28.1,47.4,35.0,1006.4,1.6,289,False,19.0
2024,19,United States Grand Prix,ZHO,Kick Sauber,35,2,MEDIUM,22,7162.398,7187.309,19,19,28.9,47.2,33.0,1005.8,0.9,307,False,19.0
2024,19,United States Grand Prix,HUL,Haas F1 Team,27,1,MEDIUM,27,6304.13,6328.348,6,8,28.5,47.3,33.0,1006.1,1.1,195,False,8.0
2024,19,United States Grand Prix,LAW,RB,36,1,HARD,36,7215.19,7239.167,7,9,28.9,47.2,33.0,1005.8,0.9,307,False,9.0
2024,19,United States Grand Prix,OCO,Alpine,31,1,MEDIUM,31,6730.34,6754.418,12,18,28.9,47.7,32.0,1005.8,1.5,335,False,18.0
2024,19,United States Grand Prix,OCO,Alpine,51,2,HARD,20,8754.902,8781.09,15,18,29.2,46.5,31.0,1005.5,1.3,180,False,18.0
2024,19,United States Grand Prix,NOR,McLaren,31,1,MEDIUM,31,6675.784,6699.589,1,4,28.9,47.7,32.0,1005.8,1.7,329,False,4.0
2024,19,United States Grand Prix,COL,Williams,39,1,HARD,39,7519.407,7543.431,8,10,29.0,46.9,32.0,1005.7,1.4,309,False,10.0
2024,19,United States Grand Prix,SAI,Ferrari,21,1,MEDIUM,21,5676.267,5700.29,3,2,28.4,47.3,36.0,1006.2,1.2,175,False,2.0
2024,19,United States Grand Prix,RUS,Mercedes,40,1,HARD,40,7599.43,7628.83,6,6,28.9,47.3,32.0,1005.7,2.5,343,False,6.0
2024,19,United States Grand Prix,BOT,Kick Sauber,15,1,MEDIUM,15,5102.415,5126.877,15,17,28.4,47.5,35.0,1006.2,1.6,306,False,17.0
2024,19,United States Grand Prix,PIA,McLaren,32,1,MEDIUM,32,6781.057,6805.251,2,5,28.8,47.4,32.0,1005.8,0.7,254,False,5.0
2024,20,Mexico City Grand Prix,SAI,Ferrari,32,1,MEDIUM,32,6250.852,6273.101,1,1,21.1,40.0,47.0,784.8,1.3,280,False,1.0
2024,20,Mexico City Grand Prix,NOR,McLaren,30,1,MEDIUM,30,6102.372,6124.46,3,2,21.1,39.7,48.0,784.8,0.8,281,False,2.0
2024,20,Mexico City Grand Prix,LEC,Ferrari,31,1,MEDIUM,31,6177.947,6200.765,2,3,21.0,39.7,48.0,784.8,1.1,0,False,3.0
2024,20,Mexico City Grand Prix,LEC,Ferrari,69,2,HARD,38,9271.852,9294.679,3,3,19.7,30.9,53.0,784.4,2.8,298,False,3.0
2024,20,Mexico City Grand Prix,HAM,Mercedes,28,1,MEDIUM,28,5950.359,5972.851,5,4,21.0,39.3,49.0,784.9,1.5,269,False,4.0
2024,20,Mexico City Grand Prix,RUS,Mercedes,31,1,MEDIUM,31,6191.756,6214.362,3,5,21.0,39.7,48.0,784.8,1.1,0,False,5.0
2024,20,Mexico City Grand Prix,VER,Red Bull Racing,26,1,MEDIUM,26,5770.842,5814.586,4,6,21.0,38.7,48.0,784.9,2.4,280,False,6.0
2024,20,Mexico City Grand Prix,MAG,Haas F1 Team,30,1,MEDIUM,30,6123.964,6147.442,5,7,21.1,39.7,48.0,784.8,0.8,281,False,7.0
2024,20,Mexico City Grand Prix,PIA,McLaren,39,1,MEDIUM,39,6876.929,6898.718,7,8,20.9,38.1,49.0,784.8,1.0,283,False,8.0
2024,20,Mexico City Grand Prix,HUL,Haas F1 Team,29,1,MEDIUM,29,6043.158,6066.308,6,9,21.0,39.5,48.0,784.9,1.3,332,False,9.0
2024,20,Mexico City Grand Prix,GAS,Alpine,28,1,MEDIUM,28,5963.394,5986.672,10,10,21.0,39.5,49.0,784.8,0.9,304,False,10.0
2024,20,Mexico City Grand Prix,STR,Aston Martin,26,1,MEDIUM,27,5804.405,5826.961,14,11,21.0,39.0,48.0,785.0,2.1,276,False,11.0
2024,20,Mexico City Grand Prix,COL,Williams,47,1,HARD,47,7549.833,7573.782,10,12,20.2,33.8,49.0,784.7,2.9,287,False,12.0
2024,20,Mexico City Grand Prix,OCO,Alpine,48,1,HARD,48,7646.498,7669.721,14,13,20.2,33.1,50.0,784.7,1.6,294,False,13.0
2024,20,Mexico City Grand Prix,BOT,Kick Sauber,49,1,HARD,50,7723.389,7745.985,13,14,20.2,33.1,50.0,784.7,1.6,286,False,14.0
2024,20,Mexico City Grand Prix,ZHO,Kick Sauber,43,1,HARD,44,7237.18,7260.113,16,15,20.4,35.6,49.0,784.7,2.2,280,False,15.0
2024,20,Mexico City Grand Prix,LAW,RB,39,1,HARD,39,6882.627,6905.07,10,16,20.9,38.1,49.0,784.8,1.0,283,False,16.0
2024,20,Mexico City Grand Prix,LAW,RB,65,2,MEDIUM,26,9042.649,9072.849,13,16,19.9,31.2,53.0,784.4,2.1,83,False,16.0
2024,20,Mexico City Grand Prix,PER,Red Bull Racing,20,1,HARD,20,5302.496,5330.144,15,17,20.4,37.8,49.0,785.0,2.1,314,False,17.0
2024,20,Mexico City Grand Prix,PER,Red Bull Racing,43,2,MEDIUM,23,7241.249,7263.356,17,17,20.4,35.6,49.0,784.7,2.2,280,False,17.0
2024,20,Mexico City Grand Prix,PER,Red Bull Racing,68,3,MEDIUM,25,9308.87,9330.778,15,17,19.7,30.9,53.0,784.4,2.8,298,False,17.0
2024,20,Mexico City Grand Prix,ALO,Aston Martin,15,1,MEDIUM,16,4885.485,,17,R,20.0,34.8,51.0,785.1,1.9,307,False,
2024,21,São Paulo Grand Prix,VER,Red Bull Racing,32,1,INTERMEDIATE,32,7237.713,8646.937,2,1,20.6,23.7,90.0,926.6,0.7,50,True,1.0
2024,21,São Paulo Grand Prix,GAS,Alpine,32,1,INTERMEDIATE,32,7242.932,8650.476,3,3,20.6,23.7,90.0,926.6,0.7,50,True,3.0
2024,21,São Paulo Grand Prix,PER,Red Bull Racing,27,1,INTERMEDIATE,27,6662.459,6689.055,14,11,21.6,24.2,86.0,926.6,1.0,40,True,11.0
2024,21,São Paulo Grand Prix,PER,Red Bull Racing,32,2,WET,10,7271.572,8696.818,14,11,20.6,24.0,89.0,926.5,0.9,169,True,11.0
2024,21,São Paulo Grand Prix,ALO,Aston Martin,27,1,INTERMEDIATE,27,6638.911,6664.041,8,14,21.7,24.4,86.0,926.5,1.4,21,True,14.0
2024,21,São Paulo Grand Prix,ALO,Aston Martin,32,2,INTERMEDIATE,8,7258.391,8681.305,9,14,20.6,24.0,89.0,926.5,0.9,169,True,14.0
2024,21,São Paulo Grand Prix,LEC,Ferrari,24,1,INTERMEDIATE,26,6364.229,6388.829,6,5,21.9,24.9,85.0,926.5,0.7,189,True,5.0
2024,21,São Paulo Grand Prix,LEC,Ferrari,32,2,INTERMEDIATE,11,7253.387,8673.679,7,5,20.6,24.0,89.0,926.5,0.9,169,True,5.0
2024,21,São Paulo Grand Prix,TSU,RB,28,1,INTERMEDIATE,31,6734.549,6760.202,5,7,21.5,24.1,87.0,926.6,1.0,341,True,7.0
2024,21,São Paulo Grand Prix,TSU,RB,32,2,WET,4,7250.96,8669.975,6,7,20.6,23.7,90.0,926.6,0.7,50,True,7.0
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,27,1,INTERMEDIATE,27,6689.972,6715.386,17,15,21.6,24.2,86.0,926.6,1.0,40,True,15.0
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,28,2,INTERMEDIATE,1,6815.972,6843.135,17,15,21.4,24.0,87.0,926.6,0.7,26,True,15.0
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,31,3,WET,10,7240.326,8523.366,16,15,20.6,23.7,90.0,926.6,0.7,50,True,15.0
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,32,4,INTERMEDIATE,1,8633.295,8701.911,16,15,20.7,25.2,89.0,926.2,0.9,257,True,15.0
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,25,1,INTERMEDIATE,25,6462.044,6487.559,10,D,21.9,24.9,85.0,926.4,0.5,23,True,
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,27,2,INTERMEDIATE,2,6799.09,6858.189,18,D,21.4,24.0,87.0,926.6,0.7,26,True,
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,29,3,WET,2,7095.35,7124.08,18,D,20.8,23.2,89.0,926.5,0.6,1,True,
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,30,4,INTERMEDIATE,1,7265.31,,18,D,20.6,24.0,89.0,926.5,0.9,169,True,
2024,21,São Paulo Grand Prix,LAW,RB,28,1,INTERMEDIATE,31,6753.272,6781.512,7,9,21.5,24.1,87.0,926.6,1.0,341,True,9.0
2024,21,São Paulo Grand Prix,LAW,RB,32,2,WET,19,7261.403,8684.043,10,9,20.6,24.0,89.0,926.5,0.9,169,True,9.0
2024,21,São Paulo Grand Prix,OCO,Alpine,32,1,INTERMEDIATE,34,7235.467,8644.195,1,2,20.6,23.7,90.0,926.6,0.7,50,True,2.0
2024,21,São Paulo Grand Prix,NOR,McLaren,28,1,INTERMEDIATE,31,6719.156,6743.972,2,6,21.5,24.1,87.0,926.6,1.0,341,True,6.0
2024,21,São Paulo Grand Prix,NOR,McLaren,32,2,INTERMEDIATE,8,7244.01,8659.374,4,6,20.6,23.7,90.0,926.6,0.7,50,True,6.0
2024,21,São Paulo Grand Prix,COL,Williams,26,1,INTERMEDIATE,26,6561.143,6586.437,15,R,21.8,24.6,86.0,926.4,0.7,353,True,
2024,21,São Paulo Grand Prix,COL,Williams,30,2,INTERMEDIATE,4,7020.432,,16,R,20.9,23.3,89.0,926.6,0.8,332,True,
2024,21,São Paulo Grand Prix,HAM,Mercedes,27,1,INTERMEDIATE,27,6653.06,6678.314,12,10,21.7,24.4,86.0,926.5,1.4,21,True,10.0
2024,21,São Paulo Grand Prix,HAM,Mercedes,32,2,INTERMEDIATE,5,7262.996,8688.717,11,10,20.6,24.0,89.0,926.5,0.9,169,True,10.0
2024,21,São Paulo Grand Prix,BEA,Haas F1 Team,27,1,INTERMEDIATE,27,6650.609,6686.516,11,12,21.7,24.4,86.0,926.5,1.4,21,True,12.0
2024,21,São Paulo Grand Prix,BEA,Haas F1 Team,32,2,INTERMEDIATE,5,7273.837,8698.613,15,12,20.6,24.0,89.0,926.5,0.9,169,True,12.0
2024,21,São Paulo Grand Prix,SAI,Ferrari,27,1,INTERMEDIATE,27,6659.271,6685.359,13,R,21.6,24.2,86.0,926.6,1.0,40,True,
2024,21,São Paulo Grand Prix,SAI,Ferrari,32,2,INTERMEDIATE,5,7269.712,8694.333,13,R,20.6,24.0,89.0,926.5,0.9,169,True,
2024,21,São Paulo Grand Prix,RUS,Mercedes,28,1,INTERMEDIATE,31,6717.867,6743.437,1,4,21.5,24.1,87.0,926.6,1.0,341,True,4.0
2024,21,São Paulo Grand Prix,RUS,Mercedes,32,2,INTERMEDIATE,7,7249.338,8665.205,5,4,20.6,23.7,90.0,926.6,0.7,50,True,4.0
2024,21,São Paulo Grand Prix,BOT,Kick Sauber,32,1,INTERMEDIATE,32,7268.368,8690.479,12,13,20.6,24.0,89.0,926.5,0.9,169,True,13.0
2024,21,São Paulo Grand Prix,PIA,McLaren,27,1,INTERMEDIATE,30,6635.34,6661.316,7,8,21.7,24.4,86.0,926.5,1.4,21,True,8.0
2024,21,São Paulo Grand Prix,PIA,McLaren,32,2,INTERMEDIATE,9,7256.326,8676.465,8,8,20.6,24.0,89.0,926.5,0.9,169,True,8.0
2024,22,Las Vegas Grand Prix,RUS,Mercedes,12,1,MEDIUM,13,4577.226,4598.205,1,1,17.9,17.5,50.0,936.0,2.4,132,False,1.0
2024,22,Las Vegas Grand Prix,RUS,Mercedes,32,2,HARD,21,6554.169,6575.176,1,1,17.5,17.0,46.0,936.3,3.2,231,False,1.0
2024,22,Las Vegas Grand Prix,HAM,Mercedes,13,1,MEDIUM,13,4691.649,4712.68,1,2,17.8,17.5,50.0,936.0,3.0,244,False,2.0
2024,22,Las Vegas Grand Prix,HAM,Mercedes,27,2,HARD,15,6081.75,6103.161,5,2,17.5,17.1,47.0,936.0,4.9,197,False,2.0
2024,22,Las Vegas Grand Prix,SAI,Ferrari,10,1,MEDIUM,10,4388.486,4409.602,3,3,17.9,17.6,51.0,935.9,3.1,271,False,3.0
2024,22,Las Vegas Grand Prix,SAI,Ferrari,28,2,HARD,18,6182.205,6203.046,3,3,17.6,17.0,47.0,936.2,2.9,235,False,3.0
2024,22,Las Vegas Grand Prix,LEC,Ferrari,9,1,MEDIUM,9,4291.553,4312.827,7,4,17.9,17.6,50.0,935.9,2.2,244,False,4.0
2024,22,Las Vegas Grand Prix,LEC,Ferrari,31,2,HARD,22,6473.388,6495.0,2,4,17.5,17.0,46.0,936.1,2.8,270,False,4.0
2024,22,Las Vegas Grand Prix,VER,Red Bull Racing,11,1,MEDIUM,11,4487.367,4508.137,2,5,17.8,17.6,51.0,936.0,1.8,254,False,5.0
2024,22,Las Vegas Grand Prix,VER,Red Bull Racing,27,2,HARD,16,6077.91,6100.199,3,5,17.5,17.1,47.0,936.0,4.9,197,False,5.0
2024,22,Las Vegas Grand Prix,NOR,McLaren,9,1,MEDIUM,9,4293.231,4314.319,10,6,17.9,17.6,50.0,935.9,2.2,244,False,6.0
2024,22,Las Vegas Grand Prix,NOR,McLaren,30,2,HARD,21,6388.21,6408.872,4,6,17.5,17.1,46.0,936.0,3.4,222,False,6.0
2024,22,Las Vegas Grand Prix,NOR,McLaren,48,3,HARD,18,8146.418,8167.631,6,6,17.1,16.7,43.0,936.1,4.0,274,False,6.0
2024,22,Las Vegas Grand Prix,PIA,McLaren,10,1,MEDIUM,10,4397.597,4425.388,11,7,17.9,17.6,51.0,935.9,3.1,271,False,7.0
2024,22,Las Vegas Grand Prix,PIA,McLaren,25,2,HARD,15,5905.407,5926.591,9,7,17.6,17.2,48.0,936.1,4.7,230,False,7.0
2024,22,Las Vegas Grand Prix,HUL,Haas F1 Team,14,1,MEDIUM,14,4803.067,4824.622,5,8,17.7,17.5,50.0,936.0,2.5,252,False,8.0
2024,22,Las Vegas Grand Prix,HUL,Haas F1 Team,33,2,HARD,19,6697.033,6718.656,7,8,17.4,17.0,45.0,936.0,3.5,243,False,8.0
2024,22,Las Vegas Grand Prix,TSU,RB,10,1,MEDIUM,10,4396.842,4418.131,10,9,17.9,17.6,51.0,935.9,3.1,271,False,9.0
2024,22,Las Vegas Grand Prix,TSU,RB,29,2,HARD,20,6301.45,6322.658,8,9,17.5,17.1,47.0,936.0,4.2,203,False,9.0
2024,22,Las Vegas Grand Prix,PER,Red Bull Racing,17,1,HARD,17,5107.862,5129.282,7,10,17.6,17.3,50.0,936.2,3.0,234,False,10.0
2024,22,Las Vegas Grand Prix,PER,Red Bull Racing,32,2,MEDIUM,15,6606.332,6627.541,8,10,17.4,17.0,45.0,936.1,3.2,229,False,10.0
2024,22,Las Vegas Grand Prix,ALO,Aston Martin,4,1,SOFT,4,3803.149,3824.47,19,11,17.9,17.8,50.0,935.9,2.7,227,False,11.0
2024,22,Las Vegas Grand Prix,ALO,Aston Martin,24,2,HARD,21,5816.857,5838.361,15,11,17.6,17.2,48.0,936.0,3.3,219,False,11.0
2024,22,Las Vegas Grand Prix,MAG,Haas F1 Team,17,1,MEDIUM,17,5118.86,5140.827,14,12,17.6,17.3,50.0,936.2,3.0,234,False,12.0
2024,22,Las Vegas Grand Prix,ZHO,Kick Sauber,11,1,MEDIUM,12,4501.897,4524.875,9,13,17.9,17.7,51.0,936.0,1.7,258,False,13.0
2024,22,Las Vegas Grand Prix,ZHO,Kick Sauber,34,2,HARD,24,6812.498,6834.198,12,13,17.3,17.0,44.0,936.1,3.5,227,False,13.0
2024,22,Las Vegas Grand Prix,COL,Williams,16,1,HARD,16,5017.607,5038.748,14,14,17.7,17.4,50.0,936.2,3.7,242,False,14.0
2024,22,Las Vegas Grand Prix,COL,Williams,26,2,MEDIUM,10,6022.296,6043.543,15,14,17.6,17.2,48.0,936.0,2.5,247,False,14.0
2024,22,Las Vegas Grand Prix,STR,Aston Martin,9,1,MEDIUM,10,4304.969,4339.754,19,15,17.9,17.6,50.0,935.9,2.2,244,False,15.0
2024,22,Las Vegas Grand Prix,STR,Aston Martin,28,2,HARD,20,6223.35,6244.959,14,15,17.6,17.0,47.0,936.2,2.9,235,False,15.0
2024,22,Las Vegas Grand Prix,LAW,RB,11,1,MEDIUM,11,4504.843,4526.084,13,16,17.9,17.7,51.0,936.0,1.7,258,False,16.0
2024,22,Las Vegas Grand Prix,LAW,RB,38,2,HARD,28,7216.378,7237.003,15,16,17.3,16.8,43.0,936.0,4.3,207,False,16.0
