year,event_name,circuit,raceid,lap_number,lap_time,tyre_compound,tyre_stint,driver,position,pit,pit_next_lap,rain,track_status,distance_ahead,total_num_pits,flag_AllClear,flag_VSCDeployed,flag_VSCEnding,flag_Yellow,flag_SCDeployed,flag_Red
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:22.199000,nan,,RIC,1.0,0,0,False,Yellow,0.24972222222208984,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:23.334000,nan,,VET,2.0,0,0,False,Yellow,69.30416666666588,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:24.315000,nan,,HAM,3.0,0,0,False,Yellow,75.3608333333359,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:25.237000,nan,,RAI,4.0,0,0,False,Yellow,58.53083333333507,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:26.051000,nan,,BOT,5.0,0,0,False,Yellow,56.757222222222026,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:27.102000,nan,,OCO,6.0,0,0,False,Yellow,71.90444444444393,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:28.656000,nan,,ALO,7.0,0,0,False,Yellow,88.3755555555581,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:29.451000,nan,,SAI,8.0,0,0,False,Yellow,51.09027777777419,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:30.842000,nan,,PER,9.0,0,0,False,Yellow,106.2488888888879,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:31.614000,nan,,GAS,10.0,0,0,False,Yellow,39.80083333333505,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:31.804000,nan,,HUL,11.0,0,0,False,Yellow,3.117222222223063,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:32.457000,nan,,SIR,12.0,0,0,False,Yellow,24.101944444445962,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:33.076000,nan,,VAN,13.0,0,0,False,Yellow,55.20333333332974,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:33.625000,nan,,LEC,14.0,0,0,False,Yellow,43.24527777777848,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:34.231000,nan,,HAR,15.0,0,0,False,Yellow,15.388055555556093,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:34.641000,nan,,STR,16.0,0,0,False,Yellow,23.106388888888887,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:35.152000,nan,,ERI,17.0,0,0,False,Yellow,42.447500000004766,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:35.690000,nan,,VER,18.0,0,0,False,Yellow,19.990555555548326,0,0,0.0,0.0,1.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:36.698000,nan,,MAG,19.0,0,0,False,AllClear,79.25666666666575,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,1.0,0 days 00:01:37.066000,nan,,GRO,20.0,0,0,False,AllClear,32.995277777782576,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:18.135000,nan,,RIC,1.0,0,0,True,AllClear,,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:18.447000,HYPERSOFT,1.0,VET,2.0,0,0,True,AllClear,105.88888888889005,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:18.485000,HYPERSOFT,1.0,HAM,3.0,0,0,True,AllClear,74.10750000000144,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:18.414000,HYPERSOFT,1.0,RAI,4.0,0,0,True,AllClear,69.59861111111377,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:18.630000,HYPERSOFT,1.0,BOT,5.0,0,0,True,AllClear,74.99527777777621,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:19.010000,HYPERSOFT,1.0,OCO,6.0,0,0,True,AllClear,111.7883333333325,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:19.987000,HYPERSOFT,1.0,ALO,7.0,0,0,True,AllClear,154.07333333333054,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:20.492000,HYPERSOFT,1.0,SAI,8.0,0,0,True,AllClear,98.04277777778088,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:20.609000,HYPERSOFT,1.0,PER,9.0,0,0,True,AllClear,117.23361111110808,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:20.619000,HYPERSOFT,1.0,GAS,10.0,0,0,True,AllClear,52.91583333333938,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:21.091000,ULTRASOFT,1.0,HUL,11.0,0,0,True,AllClear,47.726388888885594,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:20.928000,HYPERSOFT,1.0,SIR,12.0,0,0,True,AllClear,40.05527777777661,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:20.870000,ULTRASOFT,1.0,VAN,13.0,0,0,True,AllClear,40.748888888892,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:20.754000,ULTRASOFT,1.0,LEC,14.0,0,0,True,AllClear,29.8205555555528,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:20.993000,HYPERSOFT,1.0,HAR,15.0,0,0,True,AllClear,59.78222222222121,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:21.061000,ULTRASOFT,1.0,STR,16.0,0,0,True,AllClear,36.58666666666477,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:21.243000,ULTRASOFT,1.0,ERI,17.0,0,0,True,AllClear,45.580000000002656,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:21.235000,ULTRASOFT,1.0,VER,18.0,0,0,True,AllClear,45.88361111111453,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:21.368000,ULTRASOFT,1.0,MAG,19.0,0,0,True,AllClear,94.13361111110726,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,2.0,0 days 00:01:21.732000,ULTRASOFT,1.0,GRO,20.0,0,0,True,AllClear,49.69416666666439,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:17.810000,HYPERSOFT,1.0,RIC,1.0,0,0,True,AllClear,,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:18.088000,HYPERSOFT,1.0,VET,2.0,0,0,True,AllClear,132.4927777777757,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:18.108000,HYPERSOFT,1.0,HAM,3.0,0,0,True,AllClear,77.10361111111206,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:18.156000,HYPERSOFT,1.0,RAI,4.0,0,0,True,AllClear,72.4238888888899,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:18.096000,HYPERSOFT,1.0,BOT,5.0,0,0,True,AllClear,71.22166666666408,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:18.840000,HYPERSOFT,1.0,OCO,6.0,0,0,True,AllClear,160.09694444444403,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.790000,HYPERSOFT,1.0,ALO,7.0,0,0,True,AllClear,179.14444444444825,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.768000,HYPERSOFT,1.0,SAI,8.0,0,0,True,AllClear,85.20750000000089,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.711000,HYPERSOFT,1.0,PER,9.0,0,0,True,AllClear,122.96083333332854,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.812000,HYPERSOFT,1.0,GAS,10.0,0,0,True,AllClear,64.56027777777626,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.855000,ULTRASOFT,1.0,HUL,11.0,0,0,True,AllClear,54.48638888888718,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.850000,HYPERSOFT,1.0,SIR,12.0,0,0,True,AllClear,36.309444444451856,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:20.007000,ULTRASOFT,1.0,VAN,13.0,0,0,True,AllClear,53.18361111110835,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:20.066000,ULTRASOFT,1.0,LEC,14.0,0,0,True,AllClear,45.00361111110942,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.844000,HYPERSOFT,1.0,HAR,15.0,0,0,True,AllClear,40.075555555554274,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.940000,ULTRASOFT,1.0,STR,16.0,0,0,True,AllClear,50.7405555555556,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.863000,ULTRASOFT,1.0,ERI,17.0,0,0,True,AllClear,41.776666666669826,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.775000,ULTRASOFT,1.0,VER,18.0,0,0,True,AllClear,34.68861111110709,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.890000,ULTRASOFT,1.0,MAG,19.0,0,0,True,AllClear,105.83194444444825,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,3.0,0 days 00:01:19.924000,ULTRASOFT,1.0,GRO,20.0,0,0,True,AllClear,47.34027777777783,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:17.796000,HYPERSOFT,1.0,RIC,1.0,0,0,True,AllClear,,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:17.488000,HYPERSOFT,1.0,VET,2.0,0,0,True,AllClear,109.14138888888783,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:17.950000,HYPERSOFT,1.0,HAM,3.0,0,0,True,AllClear,107.76305555555382,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:17.725000,HYPERSOFT,1.0,RAI,4.0,0,0,True,AllClear,56.208888888891124,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:18.074000,HYPERSOFT,1.0,BOT,5.0,0,0,True,AllClear,99.98638888888718,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:18.667000,HYPERSOFT,1.0,OCO,6.0,0,0,True,AllClear,182.89250000000266,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:19.456000,HYPERSOFT,1.0,ALO,7.0,0,0,True,AllClear,210.39444444444507,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:19.582000,HYPERSOFT,1.0,SAI,8.0,0,0,True,AllClear,96.42861111110687,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:19.563000,HYPERSOFT,1.0,PER,9.0,0,0,True,AllClear,111.99833333333254,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:19.562000,HYPERSOFT,1.0,GAS,10.0,0,0,True,AllClear,72.7933333333358,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:19.676000,ULTRASOFT,1.0,HUL,11.0,0,0,True,AllClear,62.76416666666637,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:19.792000,HYPERSOFT,1.0,SIR,12.0,0,0,True,AllClear,44.70777777777721,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:19.838000,ULTRASOFT,1.0,VAN,13.0,0,0,True,AllClear,57.20944444444331,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:20.655000,ULTRASOFT,1.0,LEC,14.0,0,0,True,AllClear,106.11749999999938,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:20.501000,HYPERSOFT,1.0,HAR,15.0,0,0,True,AllClear,14.39833333333263,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:20.661000,ULTRASOFT,1.0,STR,16.0,0,0,True,AllClear,68.22361111111195,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:20.578000,ULTRASOFT,1.0,ERI,17.0,0,0,True,AllClear,43.18111111110966,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:20.396000,ULTRASOFT,1.0,VER,18.0,0,0,True,AllClear,16.436666666667406,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:20.394000,ULTRASOFT,1.0,MAG,19.0,0,0,True,AllClear,107.54527777777776,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,4.0,0 days 00:01:20.333000,ULTRASOFT,1.0,GRO,20.0,0,0,True,AllClear,43.985000000003765,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:17.549000,HYPERSOFT,1.0,RIC,1.0,0,0,True,AllClear,,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:17.827000,HYPERSOFT,1.0,VET,2.0,0,0,True,AllClear,135.20638888888834,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:17.828000,HYPERSOFT,1.0,HAM,3.0,0,0,True,AllClear,112.82277777778063,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:17.880000,HYPERSOFT,1.0,RAI,4.0,0,0,True,AllClear,58.03972222222092,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:18.016000,HYPERSOFT,1.0,BOT,5.0,0,0,True,AllClear,106.31055555555531,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:18.499000,HYPERSOFT,1.0,OCO,6.0,0,0,True,AllClear,197.3980555555563,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.135000,HYPERSOFT,1.0,ALO,7.0,0,0,True,AllClear,227.63333333333048,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.676000,HYPERSOFT,1.0,SAI,8.0,0,0,True,AllClear,139.06277777777632,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.376000,HYPERSOFT,1.0,PER,9.0,0,0,True,AllClear,84.8955555555608,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.400000,HYPERSOFT,1.0,GAS,10.0,0,0,True,AllClear,67.57999999999583,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.539000,ULTRASOFT,1.0,HUL,11.0,0,0,True,AllClear,78.86944444444634,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.889000,HYPERSOFT,1.0,SIR,12.0,0,0,True,AllClear,74.12388888888745,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.780000,ULTRASOFT,1.0,VAN,13.0,0,0,True,AllClear,45.81250000000182,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.857000,ULTRASOFT,1.0,LEC,14.0,0,0,True,AllClear,106.27722222222519,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.944000,HYPERSOFT,1.0,HAR,15.0,0,0,True,AllClear,34.63444444444258,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.856000,ULTRASOFT,1.0,STR,16.0,0,0,True,AllClear,52.85000000000173,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:19.395000,ULTRASOFT,1.0,VER,17.0,0,0,True,AllClear,28.32277777777699,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:20.460000,ULTRASOFT,1.0,ERI,18.0,0,0,True,AllClear,54.18305555555571,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:20.159000,ULTRASOFT,1.0,MAG,19.0,0,0,True,AllClear,104.3405555555546,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,5.0,0 days 00:01:20.102000,ULTRASOFT,1.0,GRO,20.0,0,0,True,AllClear,39.65750000000071,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:17.428000,HYPERSOFT,1.0,RIC,1.0,0,0,True,AllClear,,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:17.321000,HYPERSOFT,1.0,VET,2.0,0,0,True,AllClear,127.4833333333363,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:17.468000,HYPERSOFT,1.0,HAM,3.0,0,0,True,AllClear,118.08722222222013,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:17.547000,HYPERSOFT,1.0,RAI,4.0,0,0,True,AllClear,60.024444444445635,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:17.734000,HYPERSOFT,1.0,BOT,5.0,0,0,True,AllClear,126.09638888888594,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:18.640000,HYPERSOFT,1.0,OCO,6.0,0,0,True,AllClear,216.3805555555591,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.162000,HYPERSOFT,1.0,ALO,7.0,0,0,True,AllClear,243.25638888888852,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.410000,HYPERSOFT,1.0,SAI,8.0,0,0,True,AllClear,157.19805555555513,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.588000,HYPERSOFT,1.0,PER,9.0,0,0,True,AllClear,95.74027777777474,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.489000,HYPERSOFT,1.0,GAS,10.0,0,0,True,AllClear,52.28138888888907,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.523000,ULTRASOFT,1.0,HUL,11.0,0,0,True,AllClear,74.31999999999925,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:20.047000,HYPERSOFT,1.0,SIR,12.0,0,1,True,AllClear,121.99638888889149,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:20.203000,ULTRASOFT,1.0,VAN,13.0,0,0,True,AllClear,63.096388888886395,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.725000,ULTRASOFT,1.0,LEC,14.0,0,0,True,AllClear,72.18638888888381,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.757000,HYPERSOFT,1.0,HAR,15.0,0,0,True,AllClear,35.018055555558476,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.754000,ULTRASOFT,1.0,STR,16.0,0,0,True,AllClear,57.60555555555675,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.747000,ULTRASOFT,1.0,VER,17.0,0,0,True,AllClear,17.059166666669626,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:19.804000,ULTRASOFT,1.0,ERI,18.0,0,0,True,AllClear,65.05222222221846,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:20.069000,ULTRASOFT,1.0,MAG,19.0,0,0,True,AllClear,112.35000000000173,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,6.0,0 days 00:01:20.063000,ULTRASOFT,1.0,GRO,20.0,0,0,True,AllClear,44.09638888888867,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:17.074000,HYPERSOFT,1.0,RIC,1.0,0,0,True,AllClear,,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:17.256000,HYPERSOFT,1.0,VET,2.0,0,0,True,AllClear,136.08388888888612,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:17.620000,HYPERSOFT,1.0,HAM,3.0,0,0,True,AllClear,152.10583333333398,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:17.618000,HYPERSOFT,1.0,RAI,4.0,0,0,True,AllClear,57.62138888889194,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:17.953000,HYPERSOFT,1.0,BOT,5.0,0,0,True,AllClear,134.41972222221784,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:18.671000,HYPERSOFT,1.0,OCO,6.0,0,0,True,AllClear,241.56972222222157,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:18.974000,HYPERSOFT,1.0,ALO,7.0,0,0,True,AllClear,255.24750000000085,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:19.444000,HYPERSOFT,1.0,SAI,8.0,0,0,True,AllClear,182.1091666666689,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:19.654000,HYPERSOFT,1.0,PER,9.0,0,0,True,AllClear,113.99249999999438,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:19.766000,HYPERSOFT,1.0,GAS,10.0,0,0,True,AllClear,62.083888888896126,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:19.865000,ULTRASOFT,1.0,HUL,11.0,0,0,True,AllClear,86.12277777777354,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:20.260000,ULTRASOFT,1.0,VAN,12.0,0,0,True,AllClear,175.8183333333336,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:20.310000,ULTRASOFT,1.0,LEC,13.0,0,0,True,AllClear,76.71194444444518,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:19.861000,ULTRASOFT,1.0,VER,14.0,0,0,True,AllClear,69.02805555555324,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:21.067000,HYPERSOFT,1.0,HAR,15.0,0,0,True,AllClear,25.82277777778063,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:21.080000,ULTRASOFT,1.0,STR,16.0,0,0,True,AllClear,43.34749999999667,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:20.445000,ULTRASOFT,1.0,ERI,17.0,0,0,True,AllClear,37.89527777778176,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:19.954000,ULTRASOFT,1.0,MAG,18.0,0,0,True,AllClear,81.20916666666471,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:20.132000,ULTRASOFT,1.0,GRO,19.0,0,0,True,AllClear,60.08194444444234,0,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,7.0,0 days 00:01:44.668000,HYPERSOFT,1.0,SIR,20.0,1,0,True,AllClear,920.2774999999983,1,1,0.0,0.0,0.0,,
2018,Monaco Grand Prix,Monte Carlo,201806,8.0,0 days 00:01:17.110000,HYPERSOFT,1.0,RIC,1.0,0,0,True,AllClear,,0,1,0.0,0.0,0.0,,
